[Gene ID]	[source_id]	[Min %ile (Within Chosen Samples)]	[Max %ile (Within Chosen Samples)]	[Gene Name or Symbol]	[gene_source_id]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 5]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 10]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 15]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 20]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 25]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 30]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 35]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 40]	[scaled  - Hour 5]	[scaled  - Hour 10]	[scaled  - Hour 15]	[scaled  - Hour 20]	[scaled  - Hour 25]	[scaled  - Hour 30]	[scaled  - Hour 35]	[scaled  - Hour 40]	
PF3D7_1134300	PF3D7_1134300.1	62.8	62.8	N/A	PF3D7_1134300	22.3	11.61	5.61	3.32	4.81	19.84	86.71	130.89	1.41	0.6	0.36	0.6	3.09	17.7	86.71	60.67	
PF3D7_1134400	PF3D7_1134400.1	29	29	N/A	PF3D7_1134400	4.08	3.09	2.81	5.22	39.42	92.82	83.99	56.7	0.26	0.16	0.18	0.94	25.37	82.81	83.99	26.28	
PF3D7_1134500	PF3D7_1134500.1	55	55	N/A	PF3D7_1134500	14.95	28.62	44.92	46.51	37.24	38.23	48.61	42.46	0.95	1.47	2.89	8.38	23.97	34.1	48.61	19.68	
PF3D7_1134600	PF3D7_1134600.1	41.6	41.6	N/A	PF3D7_1134600	7.65	10.69	31.34	47.31	52.21	50.48	42.82	20.71	0.48	0.55	2.02	8.53	33.6	45.03	42.82	9.6	
PF3D7_1134700	PF3D7_1134700.1	71.4	71.4	RPA2	PF3D7_1134700	37.1	62.46	76.03	70.89	74.15	40.76	17.16	6.14	2.35	3.22	4.89	12.77	47.72	36.36	17.16	2.85	
PF3D7_1134800	PF3D7_1134800.1	64.4	64.4	N/A	PF3D7_1134800	24.5	37.87	41.92	41.44	31.33	39.15	55.57	69.66	1.55	1.95	2.7	7.47	20.16	34.93	55.57	32.29	
PF3D7_1134900	PF3D7_1134900.1	15.4	15.4	N/A	PF3D7_1134900	1.64	0.53	1.05	0.76	1.25	1.55	1.67	2.57	0.1	0.03	0.07	0.14	0.81	1.38	1.67	1.19	
PF3D7_1135000	PF3D7_1135000.1	20.8	20.8	N/A	PF3D7_1135000	2.44	1.78	2.07	2.34	10.36	49.47	48.28	38.3	0.15	0.09	0.13	0.42	6.67	44.13	48.28	17.75	
PF3D7_1135000	PF3D7_1135000.2	20.8	20.8	N/A	PF3D7_1135000	2.44	1.78	2.07	2.34	10.36	49.47	48.28	38.3	0.15	0.09	0.13	0.42	6.67	44.13	48.28	17.75	
PF3D7_1135000	PF3D7_1135000.3	20.8	20.8	N/A	PF3D7_1135000	2.44	1.78	2.07	2.34	10.36	49.47	48.28	38.3	0.15	0.09	0.13	0.42	6.67	44.13	48.28	17.75	
PF3D7_1135100	PF3D7_1135100.1	62	62	PPM8	PF3D7_1135100	21.27	28.96	26.42	21.7	10.12	8.85	11.02	30.21	1.35	1.49	1.7	3.91	6.51	7.9	11.02	14	
PF3D7_1135200	PF3D7_1135200.1	14.2	14.2	N/A	PF3D7_1135200	1.5	1.61	1.26	1.31	1.38	4.07	3.39	1.86	0.09	0.08	0.08	0.24	0.89	3.63	3.39	0.86	
PF3D7_1135300	PF3D7_1135300.1	20.5	20.5	N/A	PF3D7_1135300	2.4	5.2	8.14	11.54	11.24	9.9	12.03	16.87	0.15	0.27	0.52	2.08	7.23	8.84	12.03	7.82	
PF3D7_1135400	PF3D7_1135400.1	65.1	65.1	N/A	PF3D7_1135400	25.41	112.26	182.15	158.73	85.47	114.7	102.77	97.97	1.61	5.78	11.72	28.6	55.01	102.32	102.77	45.41	
PF3D7_1135500	PF3D7_1135500.1	21.5	21.5	N/A	PF3D7_1135500	2.55	2.42	1	1.27	6.29	27.66	38.7	23.74	0.16	0.12	0.06	0.23	4.04	24.68	38.7	11	
PF3D7_1135600	PF3D7_1135600.1	19.2	19.2	N/A	PF3D7_1135600	2.2	3.42	3.27	3.41	6.63	22.34	23.09	12.11	0.14	0.18	0.21	0.61	4.27	19.93	23.09	5.61	
PF3D7_1135700	PF3D7_1135700.1	91.9	91.9	N/A	PF3D7_1135700	212.87	532.08	655.92	735.06	719.66	500.03	449.65	258.75	13.47	27.39	42.21	132.45	463.13	446.09	449.65	119.93	
PF3D7_1135800	PF3D7_1135800.1	58.1	58.1	N/A	PF3D7_1135800	17.41	41.88	85.3	87.26	97.1	63.56	38.38	23.87	1.1	2.16	5.49	15.72	62.49	56.71	38.38	11.06	
PF3D7_1135900	PF3D7_1135900.1	75.1	75.1	N/A	PF3D7_1135900	45.52	46.95	68.22	63.26	40.23	140.06	259.36	571.53	2.88	2.42	4.39	11.4	25.89	124.95	259.36	264.9	
PF3D7_1136000	PF3D7_1136000.1	46.2	46.2	N/A	PF3D7_1136000	9.7	4.56	1.96	1.42	5.15	24.57	61.24	72.38	0.61	0.23	0.13	0.26	3.32	21.92	61.24	33.55	
PF3D7_1136100	PF3D7_1136100.1	10.2	10.2	N/A	PF3D7_1136100	0.9	0.5	0.6	0.54	2.97	9.66	9.14	2.75	0.06	0.03	0.04	0.1	1.91	8.62	9.14	1.28	
PF3D7_1136200	PF3D7_1136200.1	83.6	83.6	N/A	PF3D7_1136200	86.42	19.05	3.47	1.25	0.85	2.08	14.71	159.68	5.47	0.98	0.22	0.22	0.55	1.85	14.71	74.01	
PF3D7_1136300	PF3D7_1136300.1	74.6	74.6	TSN	PF3D7_1136300	44.35	156.57	290.67	239.89	189.32	273.54	314.52	249.95	2.81	8.06	18.71	43.23	121.83	244.03	314.52	115.85	
PF3D7_1136400	PF3D7_1136400.1	92.4	92.4	SRP72	PF3D7_1136400	231.23	186.4	192.47	155.27	115.91	128.59	143.56	135.12	14.64	9.6	12.39	27.98	74.6	114.72	143.56	62.63	
PF3D7_1136500	PF3D7_1136500.1	98	98	CK1	PF3D7_1136500	861.86	503.47	453.67	435.93	413.33	558.69	666.44	978.19	54.55	25.92	29.2	78.55	265.99	498.43	666.44	453.38	
PF3D7_1136500	PF3D7_1136500.2	98	98	CK1	PF3D7_1136500	861.86	503.47	453.67	435.93	413.33	558.69	666.44	978.19	54.55	25.92	29.2	78.55	265.99	498.43	666.44	453.38	
PF3D7_1136600	PF3D7_1136600.1	90.1	90.1	N/A	PF3D7_1136600	173.64	224.45	254.32	228.47	210.1	172.43	95.25	31.63	10.99	11.56	16.37	41.17	135.21	153.83	95.25	14.66	
PF3D7_1136700	PF3D7_1136700.1	82	82	N/A	PF3D7_1136700	75.1	20.72	5.51	2.78	2.88	10.04	20.01	92.49	4.75	1.07	0.35	0.5	1.85	8.96	20.01	42.87	
PF3D7_1136700	PF3D7_1136700.2	82	82	N/A	PF3D7_1136700	75.1	20.72	5.51	2.78	2.88	10.04	20.01	92.49	4.75	1.07	0.35	0.5	1.85	8.96	20.01	42.87	
PF3D7_1136800	PF3D7_1136800.1	68.3	68.3	N/A	PF3D7_1136800	30.39	57.99	78.38	85.7	78.38	68.81	87.69	85.61	1.92	2.99	5.04	15.44	50.44	61.39	87.69	39.68	
PF3D7_1136900	PF3D7_1136900.1	88.4	88.4	SUB2	PF3D7_1136900	139.04	62.41	17.02	8.73	3.25	3.82	2.98	17.77	8.8	3.21	1.1	1.57	2.09	3.4	2.98	8.24	
PF3D7_1137100	PF3D7_1137100.1	49.9	49.9	N/A	PF3D7_1137100	11.74	29.05	33.06	49.42	49.78	47.75	42.73	29.74	0.74	1.5	2.13	8.9	32.04	42.6	42.73	13.78	
PF3D7_1137200	PF3D7_1137200.1	78.4	78.4	AEP	PF3D7_1137200	57.32	12.93	5.59	2.59	2.52	6.88	14.2	100.52	3.63	0.67	0.36	0.47	1.62	6.13	14.2	46.59	
PF3D7_1137300	PF3D7_1137300.1	82.1	82.1	N/A	PF3D7_1137300	76.06	96.73	120.34	125.99	151.37	152.61	129.37	71.63	4.81	4.98	7.74	22.7	97.41	136.15	129.37	33.2	
PF3D7_1137400	PF3D7_1137400.1	25.4	25.4	N/A	PF3D7_1137400	3.27	3.81	5.69	26.04	66.85	84.22	63.71	34.75	0.21	0.2	0.37	4.69	43.02	75.14	63.71	16.11	
PF3D7_1137500	PF3D7_1137500.1	54.7	54.7	N/A	PF3D7_1137500	14.73	5.38	3.78	5.66	14.51	54.3	124.22	188.71	0.93	0.28	0.24	1.02	9.34	48.44	124.22	87.46	
PF3D7_1137600	PF3D7_1137600.1	5.1	5.1	N/A	PF3D7_1137600	0.21	0.46	0.75	0.45	0.34	0.64	1.31	0.62	0.01	0.02	0.05	0.08	0.22	0.58	1.31	0.29	
PF3D7_1137700	PF3D7_1137700.1	10.4	10.4	N/A	PF3D7_1137700	0.92	1.1	0.89	1.11	1.12	2.49	4.11	2.3	0.06	0.06	0.06	0.2	0.72	2.23	4.11	1.06	
PF3D7_1137800	PF3D7_1137800.1	70.3	70.3	SPELD	PF3D7_1137800	34.41	17.6	16.37	6.65	7.99	5.58	2.6	5.56	2.18	0.91	1.05	1.2	5.14	4.97	2.6	2.58	
PF3D7_1137900	PF3D7_1137900.1	7.6	7.6	N/A	PF3D7_1137900	0.49	0.43	0.43	0.13	0.14	0.19	0.24	0.45	0.03	0.02	0.03	0.02	0.09	0.17	0.24	0.21	
PF3D7_1138000	PF3D7_1138000.1	59.2	59.2	N/A	PF3D7_1138000	18.58	5.78	1.88	1.06	0.48	0.99	20.51	69.84	1.18	0.3	0.12	0.19	0.31	0.88	20.51	32.37	
PF3D7_1138100	PF3D7_1138100.1	56.9	56.9	URM1	PF3D7_1138100	16.32	26.26	26.8	20.29	29.33	24.75	22.34	12.57	1.03	1.35	1.72	3.66	18.88	22.08	22.34	5.83	
PF3D7_1138200	PF3D7_1138200.1	30.4	30.4	N/A	PF3D7_1138200	4.36	3.54	1.75	1.92	11.95	30.03	37.56	32.3	0.28	0.18	0.11	0.35	7.69	26.79	37.56	14.97	
PF3D7_1138300	PF3D7_1138300.1	38.4	38.4	N/A	PF3D7_1138300	6.56	3.32	1.35	4.5	10.09	31.9	29.99	22.67	0.42	0.17	0.09	0.81	6.49	28.46	29.99	10.51	
PF3D7_1138400	PF3D7_1138400.1	38	38	GCalpha	PF3D7_1138400	6.4	2.35	1.14	0.71	0.68	2.65	15.75	43.58	0.41	0.12	0.07	0.13	0.44	2.36	15.75	20.2	
PF3D7_1138500	PF3D7_1138500.1	87.7	87.7	PPM2	PF3D7_1138500	128.01	151.42	173.56	141.59	136.42	126.25	154.28	174.3	8.1	7.8	11.17	25.51	87.79	112.63	154.28	80.79	
PF3D7_1138600	PF3D7_1138600.1	69	69	N/A	PF3D7_1138600	31.78	57.82	61.99	51.96	60.15	81.26	91.97	67.11	2.01	2.98	3.99	9.36	38.71	72.49	91.97	31.1	
PF3D7_1138700	PF3D7_1138700.1	92.6	92.6	N/A	PF3D7_1138700	240.34	150.68	115.95	76.57	50.73	30.12	28.75	22.13	15.21	7.76	7.46	13.8	32.65	26.87	28.75	10.26	
PF3D7_1138800	PF3D7_1138800.1	67.5	67.5	N/A	PF3D7_1138800	28.98	54.42	70.96	65.5	57.69	54.85	64.42	51.15	1.83	2.8	4.57	11.8	37.12	48.94	64.42	23.71	
PF3D7_1139100	PF3D7_1139100.1	59.8	59.8	N/A	PF3D7_1139100	19.11	33.86	40.6	30.27	20.71	18.29	14.08	10.55	1.21	1.74	2.61	5.45	13.33	16.31	14.08	4.89	
PF3D7_1139200	PF3D7_1139200.1	31.2	31.2	N/A	PF3D7_1139200	4.51	8.84	12.79	13.25	19.33	16.28	19.32	17.36	0.29	0.46	0.82	2.39	12.44	14.52	19.32	8.05	
PF3D7_1139300	PF3D7_1139300.1	55.4	55.4	ApiAP2	PF3D7_1139300	15.28	45.52	78.82	92.23	63	35.05	24.42	10.37	0.97	2.34	5.07	16.62	40.54	31.27	24.42	4.8	
PF3D7_1139500	PF3D7_1139500.1	5.7	5.7	N/A	PF3D7_1139500	0.26	0.74	0.61	0.25	1.58	4.65	3.53	1.16	0.02	0.04	0.04	0.05	1.02	4.15	3.53	0.54	
PF3D7_1139500	PF3D7_1139500.2	5.7	5.7	N/A	PF3D7_1139500	0.26	0.74	0.61	0.25	1.58	4.65	3.53	1.16	0.02	0.04	0.04	0.05	1.02	4.15	3.53	0.54	
PF3D7_1139600	PF3D7_1139600.1	10.3	10.3	N/A	PF3D7_1139600	0.92	0.95	1.77	4.3	10.29	13.62	8.16	2.83	0.06	0.05	0.11	0.77	6.62	12.15	8.16	1.31	
PF3D7_1139700	PF3D7_1139700.1	79.5	79.5	N/A	PF3D7_1139700	61.69	12.53	1.94	2.77	7.69	14.52	21.97	29.14	3.91	0.65	0.12	0.5	4.95	12.95	21.97	13.5	
PF3D7_1139800	PF3D7_1139800.1	31.4	31.4	N/A	PF3D7_1139800	4.56	8.18	9.14	9.31	13.56	18.5	26.48	24.67	0.29	0.42	0.59	1.68	8.73	16.51	26.48	11.43	
PF3D7_1139900	PF3D7_1139900.1	57.2	57.2	N/A	PF3D7_1139900	16.56	51.49	98.19	90.65	72.52	66.01	65.21	40.27	1.05	2.65	6.32	16.33	46.67	58.89	65.21	18.66	
PF3D7_1140000	PF3D7_1140000.1	13.2	13.2	CA	PF3D7_1140000	1.36	0.45	0.93	0.71	0.32	0.53	0.58	0.99	0.09	0.02	0.06	0.13	0.21	0.47	0.58	0.46	
PF3D7_1140100	PF3D7_1140100.1	52.9	52.9	N/A	PF3D7_1140100	13.43	31.91	55.31	86.48	100.32	93.89	94.47	129.08	0.85	1.64	3.56	15.58	64.56	83.77	94.47	59.83	
PF3D7_1140200	PF3D7_1140200.1	86.2	86.2	N/A	PF3D7_1140200	111.46	49.23	58.59	243.56	453.58	669.13	775.49	700.91	7.06	2.53	3.77	43.89	291.9	596.95	775.49	324.87	
PF3D7_1140300	PF3D7_1140300.1	24.1	24.1	N/A	PF3D7_1140300	3	1.49	1.27	2.97	9.22	10.54	12.21	13.32	0.19	0.08	0.08	0.54	5.94	9.4	12.21	6.17	
PF3D7_1140400	PF3D7_1140400.1	85.2	85.2	N/A	PF3D7_1140400	98.26	20.21	3.7	0.78	0.33	0.84	21.6	288.04	6.22	1.04	0.24	0.14	0.21	0.75	21.6	133.5	
PF3D7_1140500	PF3D7_1140500.1	24.1	24.1	MyoF	PF3D7_1140500	3.01	2.26	1.73	1.31	2.27	5.77	5.18	4.91	0.19	0.12	0.11	0.24	1.46	5.14	5.18	2.28	
PF3D7_1140600	PF3D7_1140600.1	61.5	61.5	N/A	PF3D7_1140600	20.68	9.57	5.52	2.13	0.86	1.26	5.05	32.86	1.31	0.49	0.36	0.38	0.55	1.12	5.05	15.23	
PF3D7_1140700	PF3D7_1140700.1	78	78	N/A	PF3D7_1140700	55.1	68.44	79.34	90.97	125.86	61.38	20.07	10.89	3.49	3.52	5.11	16.39	81	54.76	20.07	5.05	
PF3D7_1140800	PF3D7_1140800.1	57.7	57.7	N/A	PF3D7_1140800	17.07	24.22	27.56	27.06	29.48	28.42	26.32	25.77	1.08	1.25	1.77	4.88	18.97	25.35	26.32	11.95	
PF3D7_1140900	PF3D7_1140900.1	15.9	15.9	N/A	PF3D7_1140900	1.73	1.04	0.91	1.13	6.86	11.69	18.04	21.14	0.11	0.05	0.06	0.2	4.42	10.42	18.04	9.8	
PF3D7_1141000	PF3D7_1141000.1	14.1	14.1	N/A	PF3D7_1141000	1.48	1.53	2.54	2.49	1.11	1.16	4.32	2.17	0.09	0.08	0.16	0.45	0.71	1.03	4.32	1	
PF3D7_1141100	PF3D7_1141100.1	9.9	9.9	N/A	PF3D7_1141100	0.85	1.78	1.57	1.81	1.23	1.34	0.85	0.49	0.05	0.09	0.1	0.33	0.79	1.19	0.85	0.23	
PF3D7_1141200	PF3D7_1141200.1	27.1	27.1	N/A	PF3D7_1141200	3.64	3.22	3.51	2.62	7.39	24.91	30.73	52.54	0.23	0.17	0.23	0.47	4.76	22.22	30.73	24.35	
PF3D7_1141300	PF3D7_1141300.1	57.7	57.7	N/A	PF3D7_1141300	17.13	9.31	4.65	2.99	11.88	68.33	171.23	176.74	1.08	0.48	0.3	0.54	7.64	60.95	171.23	81.92	
PF3D7_1141400	PF3D7_1141400.1	52.7	52.7	PIGH	PF3D7_1141400	13.34	6.11	2.77	3.78	26.58	143.45	225.48	221.93	0.84	0.31	0.18	0.68	17.11	127.97	225.48	102.86	
PF3D7_1141500	PF3D7_1141500.1	11.7	11.7	N/A	PF3D7_1141500	1.12	2.37	1.51	1.72	1.63	6.62	6.43	3.91	0.07	0.12	0.1	0.31	1.05	5.91	6.43	1.81	
PF3D7_1141600	PF3D7_1141600.1	12.9	12.9	DPM1	PF3D7_1141600	1.31	1.16	2.9	7.53	16.87	30.15	38.38	27.81	0.08	0.06	0.19	1.36	10.86	26.9	38.38	12.89	
PF3D7_1141700	PF3D7_1141700.1	36.3	36.3	N/A	PF3D7_1141700	5.95	17.42	38.78	58.7	109.32	109.31	92.81	62.6	0.38	0.9	2.5	10.58	70.35	97.52	92.81	29.02	
PF3D7_1141800	PF3D7_1141800.1	64.6	64.6	N/A	PF3D7_1141800	24.77	7.23	2.73	2.06	1.33	1.97	33.91	157.3	1.57	0.37	0.18	0.37	0.85	1.75	33.91	72.91	
PF3D7_1141900	PF3D7_1141900.1	13.2	13.2	IMC1b	PF3D7_1141900	1.35	1.07	1.62	1.03	0.49	0.84	1.52	2.36	0.09	0.06	0.1	0.19	0.32	0.75	1.52	1.09	
PF3D7_1142000	PF3D7_1142000.1	14.7	14.7	N/A	PF3D7_1142000	1.57	1.34	1.42	1.6	7.49	13.35	10.27	4.65	0.1	0.07	0.09	0.29	4.82	11.91	10.27	2.16	
PF3D7_1142100	PF3D7_1142100.1	86.8	86.8	N/A	PF3D7_1142100	118.7	173.38	185.5	110.17	45.18	57.19	116.72	115.76	7.51	8.93	11.94	19.85	29.08	51.02	116.72	53.66	
PF3D7_1142200	PF3D7_1142200.1	15.2	15.2	N/A	PF3D7_1142200	1.62	1.32	0.48	3.11	8.69	18.63	17.63	5.85	0.1	0.07	0.03	0.56	5.59	16.62	17.63	2.71	
PF3D7_1142300	PF3D7_1142300.1	64.8	64.8	N/A	PF3D7_1142300	25.16	8.18	3.17	7.44	23.26	33.88	56.06	90.09	1.59	0.42	0.2	1.34	14.97	30.23	56.06	41.75	
PF3D7_1142400	PF3D7_1142400.1	59	59	CPO	PF3D7_1142400	18.32	38.85	49.62	53.26	40.78	54.06	52.74	53.56	1.16	2	3.19	9.6	26.24	48.23	52.74	24.83	
PF3D7_1142500	PF3D7_1142500.1	88.2	88.2	RPL28	PF3D7_1142500	136.67	395.81	619.58	781.12	890.78	769.16	539.47	358.49	8.65	20.38	39.87	140.75	573.25	686.19	539.47	166.16	
PF3D7_1142600	PF3D7_1142600.1	96.6	96.6	N/A	PF3D7_1142600	553.12	1459.44	2333.4	2620.78	2698.56	2115.27	1648.15	992.07	35.01	75.14	150.16	472.24	1736.63	1887.09	1648.15	459.82	
PF3D7_1142700	PF3D7_1142700.1	41.6	41.6	N/A	PF3D7_1142700	7.66	27.85	49.57	55.55	56.44	44.37	30.58	16.41	0.49	1.43	3.19	10.01	36.32	39.58	30.58	7.61	
PF3D7_1142800	PF3D7_1142800.1	47.8	47.8	N/A	PF3D7_1142800	10.6	12.4	16.48	25.18	41.11	86.86	170.14	111.65	0.67	0.64	1.06	4.54	26.46	77.49	170.14	51.75	
PF3D7_1142900	PF3D7_1142900.1	69.1	69.1	N/A	PF3D7_1142900	32.1	6.51	2.64	1.35	0.87	2.99	9.43	42.02	2.03	0.33	0.17	0.24	0.56	2.67	9.43	19.48	
PF3D7_1143000	PF3D7_1143000.1	29.4	29.4	N/A	PF3D7_1143000	4.17	2.12	2.65	0.68	2.31	6.82	14.39	22.72	0.26	0.11	0.17	0.12	1.48	6.09	14.39	10.53	
PF3D7_1143100	PF3D7_1143100.1	95.9	95.9	AP2-O	PF3D7_1143100	473.84	119.49	18.54	6.16	2.73	3.54	5.94	54.86	29.99	6.15	1.19	1.11	1.76	3.16	5.94	25.43	
PF3D7_1143200	PF3D7_1143200.1	70.1	70.1	N/A	PF3D7_1143200	33.76	8.4	5.79	12.87	16.11	24.46	174.65	382.51	2.14	0.43	0.37	2.32	10.37	21.82	174.65	177.29	
PF3D7_1143300	PF3D7_1143300.1	79.7	79.7	RPC40	PF3D7_1143300	63.36	142.69	186.78	202.17	220.09	152.04	101.8	85.75	4.01	7.35	12.02	36.43	141.64	135.64	101.8	39.74	
PF3D7_1143400	PF3D7_1143400.1	90.6	90.6	N/A	PF3D7_1143400	183.99	499.87	610.76	804.02	799	894.37	727.1	614.98	11.65	25.73	39.31	144.88	514.19	797.89	727.1	285.04	
PF3D7_1143500	PF3D7_1143500.1	50.6	50.6	N/A	PF3D7_1143500	12.29	5.44	2.01	1.19	3.7	25.55	49.77	50.17	0.78	0.28	0.13	0.21	2.38	22.79	49.77	23.26	
PF3D7_1143600	PF3D7_1143600.1	43.7	43.7	N/A	PF3D7_1143600	8.55	9.08	7.25	3.94	2.5	2.61	3.67	4.41	0.54	0.47	0.47	0.71	1.61	2.33	3.67	2.04	
PF3D7_1143700	PF3D7_1143700.1	27.5	27.5	N/A	PF3D7_1143700	3.73	1.72	1.41	1.03	2.03	6.88	7.19	6.39	0.24	0.09	0.09	0.19	1.31	6.14	7.19	2.96	
PF3D7_1143800	PF3D7_1143800.1	90.7	90.7	N/A	PF3D7_1143800	184.6	82.6	62.48	61.69	59.91	54.46	33.59	22.29	11.68	4.25	4.02	11.12	38.55	48.59	33.59	10.33	
PF3D7_1143900	PF3D7_1143900.1	60.4	60.4	N/A	PF3D7_1143900	19.58	13.88	12.77	19.89	20.48	27.21	22.01	22.84	1.24	0.71	0.82	3.58	13.18	24.27	22.01	10.58	
PF3D7_1144000	PF3D7_1144000.1	93.8	93.8	RPS21	PF3D7_1144000	295.07	952.18	1227.99	1293.05	1603.46	1498.46	1078.82	1124.18	18.68	49.02	79.03	233	1031.89	1336.82	1078.82	521.05	
PF3D7_1144100	PF3D7_1144100.1	51.3	51.3	N/A	PF3D7_1144100	12.6	15.99	17.42	20.26	41.39	122.74	157.18	118.13	0.8	0.82	1.12	3.65	26.64	109.5	157.18	54.75	
PF3D7_1144200	PF3D7_1144200.1	49.3	49.3	N/A	PF3D7_1144200	11.36	25.45	34.88	36.09	23.02	16.11	11.48	5.97	0.72	1.31	2.24	6.5	14.82	14.37	11.48	2.77	
PF3D7_1144300	PF3D7_1144300.1	95.4	95.4	RPL41	PF3D7_1144300	400.82	1669.27	2553.81	3330.6	4195.02	4137.79	3154.89	2766.19	25.37	85.94	164.35	600.14	2699.67	3691.44	3154.89	1282.11	
PF3D7_1144400	PF3D7_1144400.1	11.4	11.4	N/A	PF3D7_1144400	1.07	1.19	0.83	2	1.53	1.98	1.95	1.24	0.07	0.06	0.05	0.36	0.98	1.76	1.95	0.57	
PF3D7_1144500	PF3D7_1144500.1	37.7	37.7	AOS1	PF3D7_1144500	6.31	18.08	39.1	39.07	52.5	62.71	56.81	28.9	0.4	0.93	2.52	7.04	33.79	55.94	56.81	13.39	
PF3D7_1144600	PF3D7_1144600.1	65.4	65.4	TFG2	PF3D7_1144600	25.85	52.92	61.34	54.88	67.6	71.18	76.43	62.11	1.64	2.72	3.95	9.89	43.5	63.5	76.43	28.79	
PF3D7_1144700	PF3D7_1144700.1	34.1	34.1	TIC20	PF3D7_1144700	5.23	3.47	3.4	3.89	14.86	63.97	80.69	92.58	0.33	0.18	0.22	0.7	9.56	57.07	80.69	42.91	
PF3D7_1144800	PF3D7_1144800.1	44.6	44.6	N/A	PF3D7_1144800	8.97	9.9	6.95	6.44	9.97	20.26	42.07	38.33	0.57	0.51	0.45	1.16	6.41	18.07	42.07	17.77	
PF3D7_1144900	PF3D7_1144900.1	80.2	80.2	RAB6	PF3D7_1144900	65.65	64.43	80.73	90.96	86.5	94.9	201.16	352.13	4.16	3.32	5.19	16.39	55.66	84.67	201.16	163.21	
PF3D7_1145000	PF3D7_1145000.1	63.2	63.2	N/A	PF3D7_1145000	22.92	5.93	1.87	1.64	2.29	6.84	8.53	10.29	1.45	0.31	0.12	0.29	1.47	6.1	8.53	4.77	
PF3D7_1145100	PF3D7_1145100.1	59.8	59.8	SEC21	PF3D7_1145100	19.13	29.32	43.05	40.4	36.91	34.22	51.13	50.01	1.21	1.51	2.77	7.28	23.75	30.53	51.13	23.18	
PF3D7_1145200	PF3D7_1145200.1	93.3	93.3	N/A	PF3D7_1145200	267.4	68	11.06	4.42	2.12	1.51	23.63	280.26	16.93	3.5	0.71	0.8	1.37	1.34	23.63	129.9	
PF3D7_1145300	PF3D7_1145300.1	83.1	83.1	CRIPT	PF3D7_1145300	83.76	42	35.71	37.07	39.2	38.12	83.52	204.88	5.3	2.16	2.3	6.68	25.22	34.01	83.52	94.96	
PF3D7_1145400	PF3D7_1145400.1	65.4	65.4	DYN1	PF3D7_1145400	26.02	15.85	19.33	18.88	23.41	39.99	81.32	160.39	1.65	0.82	1.24	3.4	15.07	35.68	81.32	74.34	
PF3D7_1145500	PF3D7_1145500.1	22.3	22.3	ABCB3	PF3D7_1145500	2.69	1.04	0.98	2.43	14.06	29.17	27.5	18.43	0.17	0.05	0.06	0.44	9.05	26.03	27.5	8.54	
PF3D7_1145600	PF3D7_1145600.1	26.5	26.5	N/A	PF3D7_1145600	3.5	1.72	1.77	1.71	1.8	6.22	20.56	28.72	0.22	0.09	0.11	0.31	1.16	5.55	20.56	13.31	
PF3D7_1145700	PF3D7_1145700.1	25.9	25.9	N/A	PF3D7_1145700	3.35	2.58	1.87	1.53	1.86	8.9	22.83	28.86	0.21	0.13	0.12	0.27	1.2	7.94	22.83	13.38	
PF3D7_1145800	PF3D7_1145800.1	45.5	45.5	N/A	PF3D7_1145800	9.38	18.57	29.16	31.59	36.75	28.41	22.47	8.3	0.59	0.96	1.88	5.69	23.65	25.35	22.47	3.85	
PF3D7_1145900	PF3D7_1145900.1	49	49	N/A	PF3D7_1145900	11.28	11	8.54	8.96	9.54	12.81	11.12	13.16	0.71	0.57	0.55	1.61	6.14	11.43	11.12	6.1	
PF3D7_1146000	PF3D7_1146000.1	61.9	61.9	RSA4	PF3D7_1146000	21.14	56.42	79.75	88.87	99.87	67.07	34.6	13.32	1.34	2.9	5.13	16.01	64.27	59.84	34.6	6.18	
PF3D7_1146100	PF3D7_1146100.1	53.6	53.6	N/A	PF3D7_1146100	13.9	10.24	7.44	5.19	2.82	9.83	7.4	3.73	0.88	0.53	0.48	0.94	1.82	8.77	7.4	1.73	
PF3D7_1146200	PF3D7_1146200.1	70.3	70.3	N/A	PF3D7_1146200	34.58	10.68	9.27	18.67	28.92	22.34	7.15	6.22	2.19	0.55	0.6	3.36	18.61	19.93	7.15	2.88	
PF3D7_1146300	PF3D7_1146300.1	40.4	40.4	N/A	PF3D7_1146300	7.21	4.17	2.81	1.6	2.14	1.87	1.23	1.28	0.46	0.21	0.18	0.29	1.38	1.67	1.23	0.59	
PF3D7_1146500	PF3D7_1146500.1	12.8	12.8	LRR10	PF3D7_1146500	1.28	0.85	1.03	1.44	0.52	0.33	1.1	0.59	0.08	0.04	0.07	0.26	0.34	0.3	1.1	0.27	
